nerc_region_abbr,nerc_region_desc,sector,year,load_multiplier,scenario,sector_abbr
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2037,1.0331035500295724,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2036,1.0736354750758785,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2038,1.1111884832378813,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2038,0.9672044152293984,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2038,1.0172592237320508,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2037,1.1050492418321087,AEO2023 High Oil Price,ind
PJME,PJM / East,Residential,2049,1.158767763224727,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2036,0.9757920198719211,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2036,1.0269789921986907,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2035,1.0698355539551074,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2035,0.9732572917277762,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2036,1.097602569386218,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2036,0.9757600343297081,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2036,1.0072426098918017,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2035,1.0917866329387356,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2035,0.974912014581967,AEO2023 High Oil Price,com
PJME,PJM / East,Industrial,2049,1.3014101291831497,AEO2023 High Economic Growth,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2035,1.021678724882549,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2034,1.0649930551983127,AEO2022 Reference case,ind
MISE,Midcontinent / East,Industrial,2020,1,AEO2023 Low Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2034,0.9700899977840022,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2034,1.0177159676464733,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2033,1.0612857314333728,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2033,0.9731274024004073,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2034,1.0852956641607572,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2034,0.9762104272020589,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2034,0.9965477182815119,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2033,1.0794441996958803,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2033,0.9744848115518148,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2033,1.0170540073443475,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2032,1.0607507244885712,AEO2022 Reference case,ind
MISE,Midcontinent / East,Commercial,2020,1,AEO2023 Low Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2032,0.9792746535852833,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2032,1.0161698240030703,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2031,1.055606426942401,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2031,0.978181386577643,AEO2022 Reference case,com
PJME,PJM / East,Industrial,2049,1.1509801776214466,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2033,0.993192055944726,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2032,1.0744063268293376,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2032,0.9744539484215172,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2032,0.9906024703973672,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2031,1.013276876565139,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2030,1.0521563180547697,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2030,0.9815462364579335,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2030,1.0106707125028256,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2029,1.0451223485433065,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2029,0.9829335213290334,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2031,0.9738073039212639,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2031,0.9920761182702152,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2030,1.061832961473418,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2030,0.9738497255488248,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2030,0.9937113244308096,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2029,1.0073844963742327,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2028,1.038338734845757,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2028,0.9866046855807972,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2028,1.0053977893599029,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2027,1.0341821424284514,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2029,0.9771597052136399,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2029,0.993976501745582,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2028,1.050719797632413,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2028,0.9750684670984948,AEO2023 High Oil Price,com
PJMW,PJM / West,Industrial,2050,1.1975277903600834,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2027,0.9902887910118686,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2027,1.0049192663285709,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2026,1.031928940103229,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2026,0.99663686924316,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2026,1.0058235653984848,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2027,1.0377627296886325,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2027,0.9730800656134123,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2027,0.9894581295377831,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2026,1.024326033510026,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2026,0.9734589220720287,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2025,1.026355951094878,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2025,1.0032678626656266,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2025,1.0049998531593114,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2024,1.0186017799269511,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2024,1.005955425659861,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2025,1.0019469353532195,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2025,0.9690962935493096,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2025,0.9827188062829141,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2024,0.9862044708457091,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2024,0.9734245622534835,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2024,1.0031309491389704,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2023,1.0119347703071147,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2023,1.0086710437937387,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2023,1.001355271401039,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2022,1,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2022,1,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2023,0.9945677661403783,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2023,0.9665664638846496,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2023,0.9762423541012946,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2022,1,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2022,1,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2022,1,AEO2022 Reference case,ind
NYUP,Northeast Power Coordinating Council / Upstate New York,Industrial,2050,1.1555495782123923,AEO2022 Reference case,ind
NYUP,Northeast Power Coordinating Council / Upstate New York,Commercial,2050,1.0504794366017793,AEO2022 Reference case,com
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2050,1.1287815674427784,AEO2022 Reference case,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Industrial,2049,1.14475514831506,AEO2022 Reference case,ind
NYUP,Northeast Power Coordinating Council / Upstate New York,Commercial,2049,1.0350148064305167,AEO2022 Reference case,com
NYUP,Northeast Power Coordinating Council / Upstate New York,Industrial,2050,1.1914142314780831,AEO2023 High Oil Price,ind
NYUP,Northeast Power Coordinating Council / Upstate New York,Commercial,2050,1.0169145851314771,AEO2023 High Oil Price,com
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2050,1.1243526357982303,AEO2023 High Oil Price,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Industrial,2049,1.1848365635517493,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2022,1,AEO2023 High Economic Growth,ind
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2050,1.1410538028532602,AEO2023 High Economic Growth,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2049,1.1155840698487438,AEO2022 Reference case,res
